Entrada,Salida,Customer,Project,Activity,Description,socio,Duration
2017-09-12 11:00:00,2017-09-12 12:00:00,ECSA,Beagle SCA,Operativo,"Pruebas display, tratando de sacar ruido de mensajes",abrunacci,0 days 01:00:00.000000000
2017-09-12 10:30:00,2017-09-12 11:30:00,Bitson,Bitson,Gestión Interna,Acompañamiento de tareas.,lcolombo,0 days 01:00:00.000000000
2017-09-12 10:10:00,2017-09-12 13:00:00,Bitson,Bitson,Capacitación,cambio de php front Cromi,acuervo,0 days 02:50:00.000000000
2017-09-12 10:00:00,2017-09-12 11:30:00,Bitson,Molinete Plastico,Gestion Operativa,llevar molinete a Moldumet,hbrunacci,0 days 01:30:00.000000000
2017-09-12 10:00:00,2017-09-12 11:00:00,ECSA,Beagle SCA,Operativo,Armado banco de pruebas,abrunacci,0 days 01:00:00.000000000
2017-09-12 09:30:00,2017-09-12 09:55:00,Bitson,Bitson,Gestión Interna,Revisión de tareas,lcolombo,0 days 00:25:00.000000000
2017-09-11 17:30:00,2017-09-11 18:00:00,Bitson,Cromi,Operativo,Build del back,abrunacci,0 days 00:30:00.000000000
2017-09-11 16:15:00,2017-09-11 18:10:00,Bitson,Bitson,Capacitación,flask en cromi,acuervo,0 days 01:55:00.000000000
2017-09-11 16:00:00,2017-09-11 17:30:00,Bitson,Bitson,Operativo,DevOps: Subject DNS,abrunacci,0 days 01:30:00.000000000
2017-09-11 16:00:00,2017-09-11 18:15:00,Bitson,Bitson,Gestión operativa,"Capacitación @abrunacci DevOps: migración DNS1 a DNS3.
Capacitación @acuervo Templating con Jinja2. Migrando PHP Cromi a Flask.",lcolombo,0 days 02:15:00.000000000
2017-09-11 15:30:00,2017-09-11 16:00:00,Bitson,Bitson,Gestión Interna,,lcolombo,0 days 00:30:00.000000000
2017-09-11 15:30:00,2017-09-11 16:00:00,Bitson,Molinete Plastico,Operativo,Ayudando a bajar molinete para que HB se lo lleve al del rotomoldeado,abrunacci,0 days 00:30:00.000000000
2017-09-11 15:30:00,2017-09-11 16:30:00,Bitson,Cromi,Entorno de desarrollo,"Seguimos intentando armar el build de front, fracasamos, nos mudamos a flask.",ddebonis,0 days 01:00:00.000000000
2017-09-11 14:15:00,2017-09-11 15:30:00,Bitson,Bitson,Reunion,Reunión semanal.,lcolombo,0 days 01:15:00.000000000
2017-09-11 14:05:00,2017-09-11 15:30:00,Bitson,Bitson,Gestión Interna,Reunion Semanal,ddebonis,0 days 01:25:00.000000000
2017-09-11 14:05:00,2017-09-11 15:30:00,Bitson,Bitson,Reunion,Reunion semanal,abrunacci,0 days 01:25:00.000000000
2017-09-11 14:00:00,2017-09-11 14:15:00,Bitson,Bitson,Gestión Interna,Preparación reunión semanal.,lcolombo,0 days 00:15:00.000000000
2017-09-11 14:00:00,2017-09-11 14:05:00,Bitson,Cromi,Reunion,Daily,ddebonis,0 days 00:05:00.000000000
2017-09-11 14:00:00,2017-09-11 14:05:00,Bitson,Cromi,Reunion,Daily,abrunacci,0 days 00:05:00.000000000
2017-09-11 13:55:00,2017-09-11 16:00:00,Bitson,Bitson,Reunion,,hbrunacci,0 days 02:05:00.000000000
2017-09-11 13:30:00,2017-09-11 14:00:00,Bitson,Cromi,Desarrollo,Arreglando issues,ddebonis,0 days 00:30:00.000000000
2017-09-11 13:15:00,2017-09-11 16:00:00,Bitson,Bitson,Capacitación,editando videos,acuervo,0 days 02:45:00.000000000
2017-09-11 13:05:00,2017-09-11 13:55:00,Bitson,Molinete Plastico,Transporte,,hbrunacci,0 days 00:50:00.000000000
2017-09-11 13:00:00,2017-09-11 13:30:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 00:30:00.000000000
2017-09-11 12:55:00,2017-09-11 13:15:00,Bitson,Bitson,Almuerzo,,acuervo,0 days 00:20:00.000000000
2017-09-11 12:30:00,2017-09-11 14:00:00,ECSA,Beagle SCA,Desarrollo,Beagle Display,abrunacci,0 days 01:30:00.000000000
2017-09-11 12:00:00,2017-09-11 12:30:00,Bitson,Bitson,Almuerzo,,abrunacci,0 days 00:30:00.000000000
2017-09-11 10:30:00,2017-09-11 13:05:00,Bitson,Molinete Plastico,Gestion Operativa,"Reunion para comienzo de trabajos con Moldumet y Manplast
",hbrunacci,0 days 02:35:00.000000000
2017-09-11 10:30:00,2017-09-11 13:00:00,Bitson,Cromi,Desarrollo,Arreglando issues que reporto Acuervo,ddebonis,0 days 02:30:00.000000000
2017-09-11 10:20:00,2017-09-11 11:15:00,Bitson,Bitson,Gestión Interna,Revisión de mails de trabajos. Update de mails de trabajos.,lcolombo,0 days 00:55:00.000000000
2017-09-11 10:20:00,2017-09-11 12:55:00,Bitson,Bitson,Capacitación,editando videos,acuervo,0 days 02:35:00.000000000
2017-09-11 10:00:00,2017-09-11 12:00:00,ECSA,Beagle SCA,Desarrollo,Beagle Display (caaaasi),abrunacci,0 days 02:00:00.000000000
2017-09-11 09:55:00,2017-09-11 10:20:00,Bitson,Bitson,Gestión Interna,Preparación planilla de septiembre. Calculo y ejecución de retiros de septiembre.,lcolombo,0 days 00:25:00.000000000
2017-09-11 08:00:00,2017-09-11 10:30:00,Bitson,Cromi,Entorno de desarrollo,Armando build del front.,ddebonis,0 days 02:30:00.000000000
2017-09-10 10:40:00,2017-09-10 11:20:00,Bitson,Molinete Plastico,Gestion Contable,lectura información sobre moliplsticos,hbrunacci,0 days 00:40:00.000000000
2017-09-08 18:15:00,2017-09-08 19:25:00,Aptage,Aptage,Operativo,,nespino,0 days 01:10:00.000000000
2017-09-08 17:30:00,2017-09-08 17:40:00,Bitson,Bitson,Gestión Comercial,Llamada a Juan Gargiulo x Equipo de Desarrollo.,lcolombo,0 days 00:10:00.000000000
2017-09-08 17:27:00,2017-09-08 17:36:00,Aptage,Aptage,Operativo,,nespino,0 days 00:09:00.000000000
2017-09-08 17:10:00,2017-09-08 17:30:00,Bitson,Cromi,Operativo,Pruebas Nginx PHP en VM. Configuración SSH.,lcolombo,0 days 00:20:00.000000000
2017-09-08 16:25:00,2017-09-08 17:10:00,Bitson,Cromi,Operativo,Pruebas de creación de usuarios y predios. Carga de issues.,lcolombo,0 days 00:45:00.000000000
2017-09-08 16:15:00,2017-09-08 16:25:00,Bitson,Bitson,Gestión Comercial,Pago de AP Bernal.,lcolombo,0 days 00:10:00.000000000
2017-09-08 16:00:00,2017-09-08 16:15:00,Bitson,Bitson,Gestión Interna,"Charla sobre nuevas incorporaciones con @nespino, @abrunacci y @hbrunacci.",lcolombo,0 days 00:15:00.000000000
2017-09-08 16:00:00,2017-09-08 16:30:00,ECSA,Beagle SCA,Operativo,display,abrunacci,0 days 00:30:00.000000000
2017-09-08 15:00:00,2017-09-08 16:00:00,Bitson,Bitson,FIT,,hbrunacci,0 days 01:00:00.000000000
2017-09-08 15:00:00,2017-09-08 16:00:00,Bitson,Bitson,Capacitación,DevOps c/ @abrunacci.,lcolombo,0 days 01:00:00.000000000
2017-09-08 15:00:00,2017-09-08 16:00:00,Bitson,Bitson,Operativo,devOps con @lecovi,abrunacci,0 days 01:00:00.000000000
2017-09-08 14:45:00,2017-09-08 15:00:00,Bitson,Bitson,Gestión operativa,Asistencia @abrunacci countdown mensaje.,lcolombo,0 days 00:15:00.000000000
2017-09-08 14:15:00,2017-09-08 14:45:00,Bitson,Bitson,Gestión Interna,Fix CROMI para grabación @acuervo.,lcolombo,0 days 00:30:00.000000000
2017-09-08 13:50:00,2017-09-08 15:18:00,Aptage,Aptage,Operativo,,nespino,0 days 01:28:00.000000000
2017-09-08 13:20:00,2017-09-08 16:01:00,Bitson,Bitson,Capacitación,"Videos terminados,(falta agregar audio).",acuervo,0 days 02:41:00.000000000
2017-09-08 13:00:00,2017-09-08 13:20:00,Bitson,Bitson,Almuerzo,,acuervo,0 days 00:20:00.000000000
2017-09-08 12:40:00,2017-09-08 15:00:00,ECSA,FW Rabbit,Operativo,lectura de codigos de barras,hbrunacci,0 days 02:20:00.000000000
2017-09-08 12:30:00,2017-09-08 15:00:00,ECSA,Beagle SCA,Desarrollo,,abrunacci,0 days 02:30:00.000000000
2017-09-08 12:00:00,2017-09-08 12:30:00,Bitson,Bitson,Almuerzo,,abrunacci,0 days 00:30:00.000000000
2017-09-08 11:00:00,2017-09-08 12:00:00,Bitson,Bitson,Tramite ,Papeles TeachSoup,abrunacci,0 days 01:00:00.000000000
2017-09-08 10:30:00,2017-09-08 11:15:00,Bitson,Bitson,Gestión Interna,Comunicación con Fer Claverino por Status de Scrum en Cromi. Planning de infraestructura p/ capacitación con @abrunacci.,lcolombo,0 days 00:45:00.000000000
2017-09-08 10:00:00,2017-09-08 12:40:00,Bitson,Bitson,Gestión Comercial,"Confirmacion que WAP150 es el producto necesario ( podria ser wap131)
Compra a Microglobal
Consultas a Vendedor de ML
Cancelacion de compra a MG
Ayuda a Ale con papeles para presentar a google",hbrunacci,0 days 02:40:00.000000000
2017-09-08 10:00:00,2017-09-08 12:59:00,Bitson,Bitson,Capacitación,Empezando a grabar videos para FAQS CROMI,acuervo,0 days 02:59:00.000000000
2017-09-08 10:00:00,2017-09-08 11:00:00,ECSA,Beagle SCA,Desarrollo,BBB display,abrunacci,0 days 01:00:00.000000000
2017-09-08 08:00:00,2017-09-08 10:00:00,Bitson,Cromi,Entorno de desarrollo,Armando el build del front,ddebonis,0 days 02:00:00.000000000
2017-09-07 20:20:00,2017-09-07 21:00:00,Bitson,Bitson,Gestión Comercial,Escritura CVs Agustín y Mariano para Juan Gargiulo.,lcolombo,0 days 00:40:00.000000000
2017-09-07 18:03:00,2017-09-07 18:55:00,Bitson,Bitson,Gestión Interna,,nespino,0 days 00:52:00.000000000
2017-09-07 17:33:00,2017-09-07 17:55:00,Bitson,Bitson,Gestión Interna,"Mails varios- llamada telefonica-
cierre",hbrunacci,0 days 00:22:00.000000000
2017-09-07 17:20:00,2017-09-07 17:32:00,Bitson,Bitson,Gestión Comercial,Mail a Pablo uriburu,hbrunacci,0 days 00:12:00.000000000
2017-09-07 17:10:00,2017-09-07 19:10:00,Bitson,Bitson,Gestión Interna,Entrevistas a Marcos y Agustín,lcolombo,0 days 02:00:00.000000000
2017-09-07 16:45:00,2017-09-07 17:19:00,Bitson,Bitson,Gestión Interna,"envío y respuesta de mails varios
Minuta de reunión de Kairos",hbrunacci,0 days 00:34:00.000000000
2017-09-07 16:30:00,2017-09-07 17:10:00,Bitson,Bitson,Gestión Interna,Control de tareas.,lcolombo,0 days 00:40:00.000000000
2017-09-07 16:30:00,2017-09-07 18:00:00,Bitson,Cromi,Operativo,Tratando de hacer arrancar el server php con nginx,abrunacci,0 days 01:30:00.000000000
2017-09-07 15:50:00,2017-09-07 16:45:00,Kairos - Totem,Osmedica,Reunion,"Charla por telegram con Candia para definir esquemas de soporte

se va a proponer 12 hs mensuales. de las cuales
2 hs seran usadas si o si para verificacion y mantenimiento preventivo del sistema (incluido comprobacion del bk) y el resto para soporte a usuarios exclusivamente remoto

Para el caso de Onsite se estipulara una tarifa de 4 hs especificas que incluyen dos horas en consideración del viático (1 hs ida 1 hs vuelta). La visita se programara con al menos 24 hs de anticipacion. Para casos especiales se tendra en cuenta la disponibilidad de un tecnico en la zona y el costo se va a estipular

En caso de los llamados telefónicos de soporte, en caso que la llamada se resuelva sin necesidad de una conexión remota o bien dure menos de 3 minutos no descontara horas. En caso contrario, la unidad mínima es de 30 minutos para el descuento.

Las actualizaciones de Soft también son obligatorias y consumen tiempo de soporte, mas allá que no agregen funcionalidades extras a la implementación.
",hbrunacci,0 days 00:55:00.000000000
2017-09-07 15:40:00,2017-09-07 16:30:00,Bitson,Bitson,Gestión Interna,Entrevista técnica con Marcos.,lcolombo,0 days 00:50:00.000000000
2017-09-07 14:59:00,2017-09-07 15:50:00,ECSA,FW Rabbit,Operativo,,hbrunacci,0 days 00:51:00.000000000
2017-09-07 14:34:00,2017-09-07 17:01:00,Aptage,Aptage,Operativo,,nespino,0 days 02:27:00.000000000
2017-09-07 14:27:00,2017-09-07 14:59:00,Bitson,Molinete Plastico,Completar Requerimientos,,hbrunacci,0 days 00:32:00.000000000
2017-09-07 14:25:00,2017-09-07 15:40:00,Bitson,Bitson,Gestión Interna,Revisión de pendientes. Control de caja 2. Asistencia @abrunacci con Display. Asistencia @ddebonis con PHP.,lcolombo,0 days 01:15:00.000000000
2017-09-07 14:15:00,2017-09-07 16:30:00,ECSA,Beagle SCA,Desarrollo,Display,abrunacci,0 days 02:15:00.000000000
2017-09-07 14:10:00,2017-09-07 14:15:00,Bitson,Cromi,Reunion,daily,abrunacci,0 days 00:05:00.000000000
2017-09-07 14:00:00,2017-09-07 14:10:00,Bitson,Bitson,Almuerzo,,abrunacci,0 days 00:10:00.000000000
2017-09-07 14:00:00,2017-09-07 14:25:00,Bitson,Bitson,Gestión Interna,Daily Scrum Cromi. Envío de mail a Fer Claverino.,lcolombo,0 days 00:25:00.000000000
2017-09-07 14:00:00,2017-09-07 17:00:00,Bitson,Cromi,Entorno de desarrollo,Armando el build del front.,ddebonis,0 days 03:00:00.000000000
2017-09-07 13:35:00,2017-09-07 14:25:00,Bitson,Bitson,Gestión Interna,"Mails varios
Carga de horas faltantes
Daily Cromi
",hbrunacci,0 days 00:50:00.000000000
2017-09-07 13:11:00,2017-09-07 14:22:00,Aptage,Aptage,Operativo,,nespino,0 days 01:11:00.000000000
2017-09-07 12:24:00,2017-09-07 13:11:00,Aptage,Aptage,Operativo,,nespino,0 days 00:47:00.000000000
2017-09-07 12:00:00,2017-09-07 14:00:00,Bitson,Cromi,Testing,Unit test.,ddebonis,0 days 02:00:00.000000000
2017-09-07 11:15:00,2017-09-07 14:00:00,ECSA,Beagle SCA,Desarrollo,"paso liberado
",abrunacci,0 days 02:45:00.000000000
2017-09-07 11:10:00,2017-09-07 17:17:00,Bitson,Bitson,Capacitación,redacción de FAQS,acuervo,0 days 06:07:00.000000000
2017-09-07 10:30:00,2017-09-07 11:15:00,Bitson,Bitson,Gestión Interna,Contactos con posibles interesados en asociarse,abrunacci,0 days 00:45:00.000000000
2017-09-07 10:00:00,2017-09-07 11:00:00,Bitson,Bitson,Gestión operativa,Revisión de funcionamiento de PHP con Cromi-front apache2 y Nginx.,lcolombo,0 days 01:00:00.000000000
2017-09-07 10:00:00,2017-09-07 11:00:00,Bitson,Bitson,Gestión Interna,"Hora resumen de varios momentos durante la mañana para coordinar nuevas entrevistas, charla con precooperativa cooperativa, reclamo Don Bosco Bernal por retencion.
 ",hbrunacci,0 days 01:00:00.000000000
2017-09-06 19:05:00,2017-09-06 20:04:00,Aptage,Aptage,Operativo,,nespino,0 days 00:59:00.000000000
2017-09-06 19:00:00,2017-09-06 19:25:00,Bitson,Bitson,Gestión Interna,Charla motivacional con @nespino,lcolombo,0 days 00:25:00.000000000
2017-09-06 18:15:00,2017-09-06 19:00:00,Bitson,Bitson,Gestión Interna,"organización por entrevistas, mail con los postulantes, llamada a Marcos",hbrunacci,0 days 00:45:00.000000000
2017-09-06 18:00:00,2017-09-06 19:00:00,Bitson,Bitson,Gestión Interna,Charla con Marcos x posible desarrollo para USA. Envío de mail a Juan con respuesta. Coordinación de entrevista con Ariel.,lcolombo,0 days 01:00:00.000000000
2017-09-06 15:00:00,2017-09-06 18:00:00,ECSA,Sigas SCA,Reunion,reunion scrum,ddebonis,0 days 03:00:00.000000000
2017-09-06 15:00:00,2017-09-06 18:00:00,ECSA,Sigas SCA,Reunion,SCRUM con ecsa,abrunacci,0 days 03:00:00.000000000
2017-09-06 14:45:00,2017-09-06 18:00:00,ECSA,Sigas SCA,Reunion,Sprint Planning con ECSA (@rojeda y @jonny),lcolombo,0 days 03:15:00.000000000
2017-09-06 14:45:00,2017-09-06 18:15:00,ECSA,Sigas SCA,Reunion,Reunion Scrum Ecsa,hbrunacci,0 days 03:30:00.000000000
2017-09-06 14:23:00,2017-09-06 18:24:00,Aptage,Aptage,Operativo,,nespino,0 days 04:01:00.000000000
2017-09-06 14:05:00,2017-09-06 15:00:00,Bitson,Cromi,Testing,Unit test.,ddebonis,0 days 00:55:00.000000000
2017-09-06 14:05:00,2017-09-06 15:00:00,Bitson,Cromi,Operativo,Entorno desarrollo cromi,abrunacci,0 days 00:55:00.000000000
2017-09-06 14:00:00,2017-09-06 14:45:00,Bitson,Bitson,Gestión Interna,Lectura de mails. Configuración respuesta automática @cuberti. Asistencia @abrunacci certificados SSL.,lcolombo,0 days 00:45:00.000000000
2017-09-06 14:00:00,2017-09-06 14:05:00,Bitson,Cromi,Reunion,Daily,ddebonis,0 days 00:05:00.000000000
2017-09-06 14:00:00,2017-09-06 14:05:00,Bitson,Cromi,Reunion,daily,abrunacci,0 days 00:05:00.000000000
2017-09-06 13:35:00,2017-09-06 14:45:00,ECSA,FW Rabbit,Instalación,preparacion entorno,hbrunacci,0 days 01:10:00.000000000
2017-09-06 13:30:00,2017-09-06 14:00:00,Bitson,Cromi,Testing,Intentando subir el coverage.,ddebonis,0 days 00:30:00.000000000
2017-09-06 13:15:00,2017-09-06 16:30:00,Bitson,Bitson,Capacitación,Redactar FAQS CROMI,acuervo,0 days 03:15:00.000000000
2017-09-06 13:00:00,2017-09-06 13:30:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 00:30:00.000000000
2017-09-06 13:00:00,2017-09-06 14:00:00,Bitson,Cromi,Operativo,entorno de desarrollo,abrunacci,0 days 01:00:00.000000000
2017-09-06 12:55:00,2017-09-06 13:35:00,Bitson,Bitson,Almuerzo,,hbrunacci,0 days 00:40:00.000000000
2017-09-06 12:50:00,2017-09-06 13:15:00,Bitson,Bitson,Almuerzo,,acuervo,0 days 00:25:00.000000000
2017-09-06 12:50:00,2017-09-06 13:15:00,Bitson,Bitson,Almuerzo,,acuervo,0 days 00:25:00.000000000
2017-09-06 12:50:00,2017-09-06 12:55:00,Bitson,Molinete Plastico,Operativo,coordinacion con Alan para el lunes a las 10 hs,hbrunacci,0 days 00:05:00.000000000
2017-09-06 12:05:00,2017-09-06 12:50:00,Bitson,Cromi,Operativo,"definicion de preguntas del FAQS
",hbrunacci,0 days 00:45:00.000000000
2017-09-06 12:00:00,2017-09-06 12:50:00,Bitson,Bitson,Reunion,Reunión con HB para definir FAQS de CROMI.,acuervo,0 days 00:50:00.000000000
2017-09-06 12:00:00,2017-09-06 13:00:00,Bitson,Bitson,Almuerzo,,abrunacci,0 days 01:00:00.000000000
2017-09-06 11:45:00,2017-09-06 12:00:00,Bitson,Bitson,Gestión Interna,Renovación bitson.com.ar con nic.ar,lcolombo,0 days 00:15:00.000000000
2017-09-06 11:30:00,2017-09-06 11:45:00,Bitson,Bitson,Gestión Interna,Envío de mail a trabajos contando el estado del proyecto con Juan Gargiulo.,lcolombo,0 days 00:15:00.000000000
2017-09-06 11:22:00,2017-09-06 11:45:00,Aptage,Aptage,Operativo,,nespino,0 days 00:23:00.000000000
2017-09-06 11:20:00,2017-09-06 12:05:00,ECSA,FW Rabbit,Instalación,,hbrunacci,0 days 00:45:00.000000000
2017-09-06 11:00:00,2017-09-06 13:00:00,Bitson,Cromi,Testing,Intentando subir coverage de test (muy complicado),ddebonis,0 days 02:00:00.000000000
2017-09-06 10:40:00,2017-09-06 11:20:00,Bitson,Molinete Plastico,Completar Requerimientos,,hbrunacci,0 days 00:40:00.000000000
2017-09-06 10:35:00,2017-09-06 10:40:00,Don Bosco Bernal,Instalación WIfi y Cámaras,Gestion Contable,facturacion/envio mail,hbrunacci,0 days 00:05:00.000000000
2017-09-06 10:30:00,2017-09-06 11:30:00,Bitson,Bitson,Gestión Comercial,Confección de CVs para SA (@abrunacci y Marcos).,lcolombo,0 days 01:00:00.000000000
2017-09-06 10:30:00,2017-09-06 12:00:00,Bitson,Cromi,Operativo,Entorno de desarrollo,abrunacci,0 days 01:30:00.000000000
2017-09-06 10:20:00,2017-09-06 10:35:00,ECSA,FW Rabbit,Instalación,preparacion de entorno,hbrunacci,0 days 00:15:00.000000000
2017-09-06 10:05:00,2017-09-06 12:00:00,Bitson,Bitson,Capacitación,revisando CROMI para definir FAQS.,acuervo,0 days 01:55:00.000000000
2017-09-06 10:00:00,2017-09-06 10:15:00,Bitson,Bitson,Gestión Comercial,Llamada a Juan Gargiulo x posible SA.,lcolombo,0 days 00:15:00.000000000
2017-09-06 10:00:00,2017-09-06 10:20:00,Bitson,Bitson,Atención a clientes,Mails varios/cargade horas lun y martes,hbrunacci,0 days 00:20:00.000000000
2017-09-06 10:00:00,2017-09-06 10:30:00,Bitson,Bitson,Operativo,Certificados SSL ,abrunacci,0 days 00:30:00.000000000
2017-09-06 08:00:00,2017-09-06 11:00:00,Bitson,Cromi,Desarrollo,"Tarea #3, #5, #7(maquetado)",ddebonis,0 days 03:00:00.000000000
2017-09-05 19:30:00,2017-09-05 20:30:00,Bitson,Bitson,Operativo,Tratando de levantar certificados ssl,abrunacci,0 days 01:00:00.000000000
2017-09-05 19:00:00,2017-09-05 19:45:00,Bitson,Bitson,Gestión Interna,Entrevista Mariano Vicente,lcolombo,0 days 00:45:00.000000000
2017-09-05 18:00:00,2017-09-05 19:30:00,Bitson,Bitson,Reunion,Entrevista laboral con Mariano Vicente,ddebonis,0 days 01:30:00.000000000
2017-09-05 18:00:00,2017-09-05 19:30:00,Bitson,Bitson,Gestión operativa,Entrevista a mariano,abrunacci,0 days 01:30:00.000000000
2017-09-05 18:00:00,2017-09-05 19:00:00,Bitson,Cromi,Instalación,Instalación Apache2 y Nginx para ambiente de PHP en la máquina de Diego.,lcolombo,0 days 01:00:00.000000000
2017-09-05 17:30:00,2017-09-05 18:00:00,Bitson,Cromi,Entorno de desarrollo,Instalacion PHP,ddebonis,0 days 00:30:00.000000000
2017-09-05 17:00:00,2017-09-05 17:30:00,Bitson,Cromi,Operativo,Armado de backlog sprint#1,ddebonis,0 days 00:30:00.000000000
2017-09-05 16:45:00,2017-09-05 18:00:00,Bitson,Servidores,Mantenimiento,Certificados SSL Alsina,lcolombo,0 days 01:15:00.000000000
2017-09-05 16:38:00,2017-09-05 17:35:00,Aptage,Aptage,Operativo,,nespino,0 days 00:57:00.000000000
2017-09-05 16:00:00,2017-09-05 18:00:00,Bitson,Bitson,Operativo,tratando de levantar los certificados ssl,abrunacci,0 days 02:00:00.000000000
2017-09-05 16:00:00,2017-09-05 16:40:00,Bitson,Bitson,Reunion,planing (scrum),acuervo,0 days 00:40:00.000000000
2017-09-05 16:00:00,2017-09-05 17:00:00,Bitson,Cromi,Reunion,Planning y armado para las dailys,ddebonis,0 days 01:00:00.000000000
2017-09-05 16:00:00,2017-09-05 16:45:00,Bitson,Cromi,Reunion,Sprint Planning,lcolombo,0 days 00:45:00.000000000
2017-09-05 15:30:00,2017-09-05 16:00:00,Bitson,Servidores,Mantenimiento,Capacitación @abrunacci para renovar SSL.,lcolombo,0 days 00:30:00.000000000
2017-09-05 15:00:00,2017-09-05 15:30:00,Bitson,Bitson,Gestión Interna,Lectura y respuesta de mails.,lcolombo,0 days 00:30:00.000000000
2017-09-05 15:00:00,2017-09-05 16:00:00,Bitson,Bitson,Gestión Comercial,"Charla banco y otras yerbas
",hbrunacci,0 days 01:00:00.000000000
2017-09-05 15:00:00,2017-09-05 16:00:00,ECSA,Beagle SCA,Testing,"dummy server, fix de tests",abrunacci,0 days 01:00:00.000000000
2017-09-05 14:50:00,2017-09-05 15:00:00,ECSA,Beagle SCA,Gestión operativa,Asistencia técnica @abrunacci.,lcolombo,0 days 00:10:00.000000000
2017-09-05 14:30:00,2017-09-05 15:48:00,Aptage,Aptage,Operativo,,nespino,0 days 01:18:00.000000000
2017-09-05 14:30:00,2017-09-05 14:50:00,Andes Líneas Aéreas,Venta Charters,Presupuesto,Llamada con Álvaro por propuesta. ,lcolombo,0 days 00:20:00.000000000
2017-09-05 14:15:00,2017-09-05 14:30:00,Bitson,Bitson,Gestión operativa,Asistencia técnica @acuervo.,lcolombo,0 days 00:15:00.000000000
2017-09-05 14:00:00,2017-09-05 15:00:00,ECSA,Beagle SCA,Desarrollo,Correccion en validacion de paso (Beagle),abrunacci,0 days 01:00:00.000000000
2017-09-05 13:45:00,2017-09-05 14:15:00,Kairos - Totem,Osmedica,Reunion,Hangout con @candymann x Soporte OSMEDICA. ,lcolombo,0 days 00:30:00.000000000
2017-09-05 13:20:00,2017-09-05 13:30:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 00:10:00.000000000
2017-09-05 13:00:00,2017-09-05 13:35:00,Bitson,Bitson,Almuerzo,,abrunacci,0 days 00:35:00.000000000
2017-09-05 13:00:00,2017-09-05 16:00:00,Bitson,Bitson,Capacitación,"repasando python(bloque Try,listas, funciones, validaciones, todo con éxito).",acuervo,0 days 03:00:00.000000000
2017-09-05 12:30:00,2017-09-05 13:00:00,Bitson,Bitson,Almuerzo,,acuervo,0 days 00:30:00.000000000
2017-09-05 12:30:00,2017-09-05 13:00:00,ECSA,Beagle SCA,Desarrollo,correccion de respuestas dummy_srv,abrunacci,0 days 00:30:00.000000000
2017-09-05 11:30:00,2017-09-05 12:00:00,ECSA,Beagle SCA,Desarrollo,"pruebas con dummy server
",abrunacci,0 days 00:30:00.000000000
2017-09-05 11:00:00,2017-09-05 11:30:00,Bitson,Bitson,Gestión Comercial,Actualizacion de CV y contacto por mail SpineZone ,abrunacci,0 days 00:30:00.000000000
2017-09-05 10:10:00,2017-09-05 12:30:00,Bitson,Bitson,Capacitación,"repasando python(bloque Try,listas, funciones, validaciones, todo con éxito).",acuervo,0 days 02:20:00.000000000
2017-09-05 09:45:00,2017-09-05 11:40:00,Aptage,Aptage,Operativo,,nespino,0 days 01:55:00.000000000
2017-09-05 08:00:00,2017-09-05 13:20:00,Bitson,Cromi,Testing,Desarrollo tests.,ddebonis,0 days 05:20:00.000000000
2017-09-04 23:36:00,2017-09-05 01:07:00,Bitson,Bitson,Gestión Interna,Actualización logotipo en presupuesto gDocs. Actualización hojas de cálculo OT/Recibos/Horarios,lcolombo,0 days 01:31:00.000000000
2017-09-04 17:00:00,2017-09-04 17:45:00,Bitson,Bitson,Gestión Interna,Actualización de Calendar. Revisión de CVs. Revisión de Tareas de PO de Cromi.,lcolombo,0 days 00:45:00.000000000
2017-09-04 16:00:00,2017-09-04 17:00:00,Andes Líneas Aéreas,Venta Charters,Presupuesto,Armado de OT. Redacción de propuesta MVP para Andes. Envío de mail a la lista de trabajos.,lcolombo,0 days 01:00:00.000000000
2017-09-04 15:30:00,2017-09-04 16:00:00,Bitson,Bitson,Gestion Contable,Ejecución de retiros. Emisión de comprobantes. Envío de reporte vía mail.,lcolombo,0 days 00:30:00.000000000
2017-09-04 15:30:00,2017-09-04 16:36:00,Bitson,Bitson,Capacitación,repaso python (bloque Try),acuervo,0 days 01:06:00.000000000
2017-09-04 15:30:00,2017-09-04 16:00:00,Bitson,Cromi,Testing,Desarrollo de tests.,ddebonis,0 days 00:30:00.000000000
2017-09-04 15:15:00,2017-09-04 17:31:00,Aptage,Aptage,Operativo,,nespino,0 days 02:16:00.000000000
2017-09-04 15:00:00,2017-09-04 16:00:00,Bitson,Bitson,Reunion,,hbrunacci,0 days 01:00:00.000000000
2017-09-04 14:31:00,2017-09-04 15:15:00,Bitson,Bitson,Gestión Interna,,nespino,0 days 00:44:00.000000000
2017-09-04 14:30:00,2017-09-04 15:30:00,Bitson,Bitson,Reunion,Reunión semanal.,lcolombo,0 days 01:00:00.000000000
2017-09-04 14:30:00,2017-09-04 15:30:00,Bitson,Bitson,Gestión Interna,Reunion operativa.,ddebonis,0 days 01:00:00.000000000
2017-09-04 14:30:00,2017-09-04 15:30:00,Bitson,Bitson,Reunion,,acuervo,0 days 01:00:00.000000000
2017-09-04 14:00:00,2017-09-04 15:30:00,Bitson,Bitson,Reunion,,abrunacci,0 days 01:30:00.000000000
