,Entrada,Salida,Customer,Project,Activity,Description,Comentario,socio,Duration
415,2017-06-27 18:30:00,2017-06-27 20:30:00,ECSA,Sigas SCA,Presupuesto,Brainstormin & Research failover,,lcolombo,120.0
416,2017-06-27 16:00:00,2017-06-27 16:15:00,Bitson,Bitson,Gestión Interna,Firma de acuerdo con flugel.it DocuSign,,lcolombo,15.0
417,2017-06-27 15:15:00,2017-06-27 16:00:00,Bitson,Bitson,Gestión Interna,Envío de mail OT54 (mejora APP). Charla en bolsa de trabajo x Pressa. Respuesta mails x KM808.,,lcolombo,45.0
418,2017-06-27 14:30:00,2017-06-27 15:00:00,Bitson,Bitson,Gestión Interna,"Actualización OT54 - mejoras APP c/ @ddebonis
",,lcolombo,30.0
419,2017-06-27 13:30:00,2017-06-27 16:39:00,Aptage,Aptage,Operativo,,,nespino,189.0
420,2017-06-27 13:00:00,2017-06-27 16:00:00,Bitson,Bitson,Desarrollo,,,ddebonis,180.0
421,2017-06-27 13:00:00,2017-06-27 15:30:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,150.0
422,2017-06-27 12:00:00,2017-06-27 13:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
423,2017-06-27 11:35:00,2017-06-27 12:00:00,Bitson,Bitson,Gestión Interna,Actualización plantilla OT.,,lcolombo,25.0
424,2017-06-27 11:00:00,2017-06-27 11:35:00,Bitson,Kairos,Operativo,Call de coordinación instalación OSMEDICA con @skajms,,lcolombo,35.0
425,2017-06-27 11:00:00,2017-06-27 12:00:00,Bitson,Bitson,Gestión Comercial,TAVA,,hbrunacci,60.0
426,2017-06-27 10:00:00,2017-06-27 11:00:00,Bitson,Bitson,Gestión Interna,Coordinación retiros mensuales con @cuberti. Actualización y respuesta OT55 (cambio de FW CARP) y OT56 (SGS Banfield). Actualización Plantilla OT.,,lcolombo,60.0
427,2017-06-27 10:00:00,2017-06-27 16:00:00,Betterez,Betterez,Desarrollo,#6509 #6531,,abrunacci,360.0
428,2017-06-27 09:27:00,2017-06-27 14:00:00,Bitson,Bitson,Gestión Interna,,,cuberti,273.0
429,2017-06-27 08:00:00,2017-06-27 12:00:00,Bitson,Bitson,Desarrollo,Refactor SCA/SGS,,ddebonis,240.0
430,2017-06-26 17:48:00,2017-06-26 18:18:00,ECSA,Banfield,Operativo,,,nespino,30.0
431,2017-06-26 17:23:00,2017-06-26 17:43:00,ECSA,Banfield,Operativo,,,nespino,20.0
432,2017-06-26 17:00:00,2017-06-26 17:45:00,Bitson,Kairos,Operativo,Revisión mini PC e instalación en Tótem.,,lcolombo,45.0
433,2017-06-26 15:30:00,2017-06-26 17:00:00,Bitson,Bitson,Reunion,Debate sobre pago licencia x enfermedad.,,lcolombo,90.0
434,2017-06-26 14:45:00,2017-06-26 15:30:00,Bitson,Bitson,Reunion,Operativa. Temas y clientes pendientes.,,lcolombo,45.0
435,2017-06-26 14:45:00,2017-06-26 17:05:00,Bitson,Bitson,Gestión Interna,,,nespino,140.0
436,2017-06-26 14:30:00,2017-06-26 17:00:00,Bitson,Bitson,Gestión Interna,Reunion semanal.,,ddebonis,150.0
437,2017-06-26 14:00:00,2017-06-26 14:30:00,ECSA,Sigas SGS,Testing,,,ddebonis,30.0
438,2017-06-26 14:00:00,2017-06-26 14:45:00,Bitson,Kairos,Operativo,Tótem EXO. Unboxing y Review.,,lcolombo,45.0
439,2017-06-26 14:00:00,2017-06-26 17:00:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,180.0
440,2017-06-26 13:49:00,2017-06-26 18:04:00,Bitson,Bitson,Gestión Interna,,,cuberti,255.0
441,2017-06-26 13:45:00,2017-06-26 14:00:00,Bitson,Bitson,Gestión Interna,Setup oficina. Lectura de mails. ,,lcolombo,15.0
442,2017-06-26 13:09:00,2017-06-26 14:45:00,ECSA,Banfield,Operativo,,,nespino,96.0
443,2017-06-26 13:00:00,2017-06-26 14:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
444,2017-06-26 10:00:00,2017-06-26 18:00:00,Betterez,Betterez,Desarrollo,6509,,abrunacci,480.0
445,2017-06-26 08:00:00,2017-06-26 13:00:00,Bitson,Bitson,Capacitación,,,ddebonis,300.0
446,2017-06-24 10:00:00,2017-06-24 13:00:00,Bitson,Bitson,Intercooperativo,"Capacitación Docker @ nerdear.la
Charla con Clodo y coordinación de visita el miércoles.",,lcolombo,180.0
447,2017-06-23 14:59:00,2017-06-23 15:30:00,Bitson,Bitson,FIT,,,hbrunacci,31.0
448,2017-06-23 14:59:00,2017-06-23 19:26:00,ECSA,Banfield,Operativo,,,nespino,267.0
449,2017-06-23 13:08:00,2017-06-23 14:17:00,Aptage,Aptage,Operativo,,,nespino,69.0
450,2017-06-23 13:00:00,2017-06-23 17:00:00,Bitson,Bitson,Intercooperativo,Nerdearla.,,ddebonis,240.0
451,2017-06-23 12:56:00,2017-06-23 13:08:00,ECSA,Banfield,Operativo,,,nespino,12.0
452,2017-06-23 11:15:00,2017-06-23 18:00:00,Bitson,Bitson,Intercooperativo,nerdear.la,,lcolombo,405.0
453,2017-06-23 11:00:00,2017-06-23 11:15:00,Bitson,Bitson,Gestión Interna,Firma L.II y L.IV PTA,,lcolombo,15.0
454,2017-06-23 10:00:00,2017-06-23 14:30:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,270.0
455,2017-06-23 09:19:00,2017-06-23 13:10:00,Bitson,Bitson,Gestión Interna,,,cuberti,231.0
456,2017-06-23 09:00:00,2017-06-23 19:00:00,Betterez,Betterez,Desarrollo,,,abrunacci,600.0
457,2017-06-22 17:00:00,2017-06-22 19:00:00,ECSA,Sigas SGS,Desarrollo,Fixes mercadopago,,ddebonis,120.0
458,2017-06-22 15:26:00,2017-06-22 17:38:00,Aptage,Aptage,Operativo,,,nespino,132.0
459,2017-06-22 14:25:00,2017-06-22 15:17:00,Aptage,Aptage,Operativo,,,nespino,52.0
460,2017-06-22 14:00:00,2017-06-22 18:00:00,Bitson,Bitson,Intercooperativo,nerdear.la,,lcolombo,240.0
461,2017-06-22 13:00:00,2017-06-22 13:59:00,Aptage,Aptage,Operativo,,,nespino,59.0
462,2017-06-22 12:00:00,2017-06-22 13:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
463,2017-06-22 10:00:00,2017-06-22 12:00:00,Bitson,Bitson,Capacitación,,,ddebonis,120.0
464,2017-06-22 10:00:00,2017-06-22 19:30:00,Betterez,Betterez,Desarrollo,6583,,abrunacci,570.0
465,2017-06-22 10:00:00,2017-06-22 15:30:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,330.0
466,2017-06-22 09:30:00,2017-06-22 13:40:00,Bitson,Bitson,Gestión Interna,,,cuberti,250.0
467,2017-06-22 08:00:00,2017-06-22 10:00:00,ECSA,Sigas SGS,Testing,mercado pago.,,ddebonis,120.0
468,2017-06-21 18:24:00,2017-06-21 18:48:00,ECSA,Banfield,Operativo,,,nespino,24.0
469,2017-06-21 16:30:00,2017-06-21 17:30:00,ECSA,Sigas SGS,Testing,Mercadopago,,ddebonis,60.0
470,2017-06-21 16:30:00,2017-06-21 17:50:00,Bitson,Bitson,Gestión Interna,Coordinación PTA L.II y L.IV. Búsqueda de precios actualizados.,,lcolombo,80.0
471,2017-06-21 14:30:00,2017-06-21 16:30:00,Bitson,Bitson,Gestión Interna,Reunion semanal.,,ddebonis,120.0
472,2017-06-21 14:30:00,2017-06-21 16:30:00,Bitson,Bitson,Reunion,Reunión semanal.,,lcolombo,120.0
473,2017-06-21 14:29:00,2017-06-21 16:29:00,Bitson,Bitson,Gestión Interna,,,nespino,120.0
474,2017-06-21 14:06:00,2017-06-21 14:28:00,ECSA,Banfield,Operativo,,,nespino,22.0
475,2017-06-21 14:00:00,2017-06-21 14:30:00,Bitson,Bitson,Capacitación,,,ddebonis,30.0
476,2017-06-21 14:00:00,2017-06-21 16:15:00,Bitson,Bitson,Reunion,,,hbrunacci,135.0
477,2017-06-21 13:50:00,2017-06-21 14:30:00,Bitson,Bitson,Gestión Interna,Setup oficina. Lectura de mails. Actualización i5. Preparación Reunión.,,lcolombo,40.0
478,2017-06-21 13:40:00,2017-06-21 18:00:00,Bitson,Bitson,Gestión Interna,,,cuberti,260.0
479,2017-06-21 13:00:00,2017-06-21 14:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
480,2017-06-21 11:15:00,2017-06-21 11:50:00,Aptage,Aptage,Operativo,,,nespino,35.0
481,2017-06-21 10:00:00,2017-06-21 16:25:00,Betterez,Betterez,Desarrollo,"6531
",,abrunacci,385.0
482,2017-06-21 09:30:00,2017-06-21 11:30:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,120.0
483,2017-06-21 08:00:00,2017-06-21 13:00:00,Bitson,Bitson,Capacitación,,,ddebonis,300.0
484,2017-06-20 10:00:00,2017-06-20 18:00:00,Bitson,Bitson,FERIADO,,,ddebonis,480.0
485,2017-06-20 10:00:00,2017-06-20 18:00:00,Bitson,Bitson,FERIADO,,,abrunacci,480.0
486,2017-06-19 13:55:00,2017-06-19 17:58:00,Bitson,Bitson,Gestión Interna,,,cuberti,243.0
487,2017-06-19 13:30:00,2017-06-19 13:44:00,Aptage,Aptage,Operativo,,,nespino,14.0
488,2017-06-19 13:00:00,2017-06-19 17:00:00,Bitson,Bitson,Capacitación,,,ddebonis,240.0
489,2017-06-19 11:30:00,2017-06-19 11:50:00,Aptage,Aptage,Reunion,,,nespino,20.0
490,2017-06-19 09:30:00,2017-06-19 15:20:00,Betterez,Betterez,Desarrollo,,,abrunacci,350.0
491,2017-06-19 09:15:00,2017-06-19 10:15:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,60.0
492,2017-06-19 00:00:00,2017-06-19 06:00:00,Bitson,Bitson,Licencia Enfermedad,,,lcolombo,360.0
493,2017-06-16 18:45:00,2017-06-16 19:39:00,ECSA,Banfield,Operativo,,,nespino,54.0
494,2017-06-16 17:00:00,2017-06-16 18:00:00,Bitson,Bitson,Gestión Interna,Control de OTs,,lcolombo,60.0
495,2017-06-16 16:17:00,2017-06-16 17:00:00,ECSA,Banfield,Operativo,,,nespino,43.0
496,2017-06-16 16:15:00,2017-06-16 17:00:00,ECSA,Quilmes ACS,Operativo,Actualización de CONTRIBUTING.md con las últimas correcciones.,,lcolombo,45.0
497,2017-06-16 15:45:00,2017-06-16 16:17:00,Bitson,Bitson,Presupuesto,,,nespino,32.0
498,2017-06-16 15:30:00,2017-06-16 16:00:00,Bitson,Bitson,Orden de trabajo,Qualia,,ddebonis,30.0
499,2017-06-16 15:30:00,2017-06-16 16:15:00,Pablo Gutierrez - Qualia Encuestas ,Encuestas,Presupuesto,Revisión de OT y presupuesto con @ddebonis y @nespino.,,lcolombo,45.0
500,2017-06-16 15:15:00,2017-06-16 15:30:00,Bitson,Cromi,Operativo,Pull site with video and analytics.,,lcolombo,15.0
501,2017-06-16 14:40:00,2017-06-16 15:15:00,Bitson,Bitson,Operativo,Facturación pendiente a TEACSA. Coordinación con @fgil por llaves de Alsina para que pueda hacer el laburo de las MiniPC de Banghó. ,,lcolombo,35.0
502,2017-06-16 14:30:00,2017-06-16 15:30:00,Bitson,Bitson,Capacitación,,,ddebonis,60.0
503,2017-06-16 14:15:00,2017-06-16 14:40:00,Bitson,Bitson,Operativo,"Pagos VEP monotributos HB, AB, LC, DD y CU.",,lcolombo,25.0
504,2017-06-16 14:00:00,2017-06-16 14:30:00,Bitson,Cromi,Desarrollo,Landing,,ddebonis,30.0
505,2017-06-16 14:00:00,2017-06-16 14:15:00,Bitson,Bitson,Gestión Interna,Respuesta APTAGE,,lcolombo,15.0
506,2017-06-16 13:44:00,2017-06-16 15:45:00,ECSA,Banfield,Operativo,,,nespino,121.0
507,2017-06-16 13:30:00,2017-06-16 15:30:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,120.0
508,2017-06-16 13:16:00,2017-06-16 13:44:00,Bitson,Bitson,Presupuesto,,,nespino,28.0
509,2017-06-16 13:00:00,2017-06-16 14:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
510,2017-06-16 12:00:00,2017-06-16 13:16:00,Bitson,Bitson,Gestion Contable,,,nespino,76.0
511,2017-06-16 10:00:00,2017-06-16 13:00:00,Bitson,Bitson,Capacitación,,,ddebonis,180.0
512,2017-06-16 10:00:00,2017-06-16 18:00:00,Bitson,Bitson,Licencia Enfermedad,,,abrunacci,480.0
513,2017-06-16 10:00:00,2017-06-16 13:00:00,Bitson,Bitson,Tramite ,"Cheque Robado, Denuncias varias ",,hbrunacci,180.0
514,2017-06-16 09:45:00,2017-06-16 11:25:00,Bitson,Bitson,Gestión Interna,"Coordinación de tareas con @cuberti. Escrito juicio AFA con @nespino, @ddebonis y @pablitogodoy. Certificado del Contador para Credicoop con @santichola y @nespino.",,lcolombo,100.0
515,2017-06-15 18:33:00,2017-06-15 19:20:00,ECSA,Banfield,Operativo,,,nespino,47.0
516,2017-06-15 16:20:00,2017-06-15 17:30:00,ECSA,Beagle SCA,Operativo,Testing new_turnstile,,lcolombo,70.0
517,2017-06-15 15:40:00,2017-06-15 16:20:00,ECSA,Beagle SCA,Operativo,Escribiendo funciones dentro del molinete para procesar los comandos del monitor,,lcolombo,40.0
518,2017-06-15 15:23:00,2017-06-15 18:00:00,ECSA,Banfield,Operativo,,,nespino,157.0
519,2017-06-15 14:45:00,2017-06-15 15:40:00,ECSA,Beagle SCA,Operativo,Entendiendo filtros en el modelo PUB-SUB,,lcolombo,55.0
520,2017-06-15 14:29:00,2017-06-15 14:47:00,ECSA,Banfield,Operativo,,,nespino,18.0
521,2017-06-15 14:10:00,2017-06-15 14:45:00,Bitson,Bitson,Gestión Interna,Búsqueda de info sobre ECSA de pagos y laburos.,,lcolombo,35.0
522,2017-06-15 13:30:00,2017-06-15 13:33:00,Aptage,Aptage,Instalación,,,nespino,3.0
523,2017-06-15 13:00:00,2017-06-15 13:28:00,ECSA,Sigas SCA,Mantenimiento,,,nespino,28.0
524,2017-06-15 12:45:00,2017-06-15 13:45:00,ECSA,Beagle SCA,Operativo,Filtrando mensajes del Publisher.,,lcolombo,60.0
525,2017-06-15 12:00:00,2017-06-15 13:00:00,Bitson,Cromi,Desarrollo,,,ddebonis,60.0
526,2017-06-15 11:00:00,2017-06-15 12:30:00,ECSA,Beagle SCA,Operativo,Creando PUB-SUB de prueba,,lcolombo,90.0
527,2017-06-15 10:40:00,2017-06-15 11:57:00,Bitson,Bitson,Capacitación,,,nespino,77.0
528,2017-06-15 10:00:00,2017-06-15 18:00:00,Bitson,Bitson,Licencia Enfermedad,,,abrunacci,480.0
529,2017-06-15 10:00:00,2017-06-15 18:00:00,Bitson,Bitson,Gestión Comercial,Qualia y otros,,hbrunacci,480.0
530,2017-06-15 08:35:00,2017-06-15 09:37:00,Bitson,Bitson,Gestión Interna,,,cuberti,62.0
531,2017-06-14 19:00:00,2017-06-14 19:30:00,Bitson,Bitson,Gestión Comercial,Envío de NDA a aptage.,,lcolombo,30.0
532,2017-06-14 18:00:00,2017-06-14 19:00:00,ECSA,Beagle SCA,Operativo,Configurando PUB-SUB dentro del molinete.,,lcolombo,60.0
533,2017-06-14 16:19:00,2017-06-14 17:20:00,Bitson,Bitson,Capacitación,,,nespino,61.0
534,2017-06-14 15:08:00,2017-06-14 15:55:00,Bitson,Bitson,Capacitación,,,nespino,47.0
535,2017-06-14 15:00:00,2017-06-14 18:00:00,ECSA,Beagle SCA,Operativo,New Blades 100% coverage. Trying new blades in new firmware.,,lcolombo,180.0
536,2017-06-14 14:00:00,2017-06-14 15:00:00,Bitson,Bitson,Gestión Interna,Google Analytics para bitson.com.ar y cromi.com.ar. Gestión de contrato con aptage. Planilla DEMO por licencia enfermedad con @cuberti.,,lcolombo,60.0
537,2017-06-14 13:33:00,2017-06-14 14:30:00,Bitson,Bitson,Gestión Interna,,,cuberti,57.0
538,2017-06-14 11:00:00,2017-06-14 17:00:00,Bitson,Bitson,Capacitación,,,ddebonis,360.0
539,2017-06-14 11:00:00,2017-06-14 15:30:00,Bitson,Bitson,Gestión Comercial,pfa banfield otros temas cheque rechazado,,hbrunacci,270.0
540,2017-06-14 10:50:00,2017-06-14 14:01:00,Bitson,Bitson,Capacitación,,,nespino,191.0
541,2017-06-14 10:00:00,2017-06-14 18:00:00,Bitson,Bitson,Licencia Enfermedad,,,abrunacci,480.0
542,2017-06-14 10:00:00,2017-06-14 13:12:00,Bitson,Bitson,Gestión Interna,,,cuberti,192.0
543,2017-06-13 23:52:00,2017-06-13 01:04:00,Bitson,Bitson,Capacitación,,,nespino,-1368.0
544,2017-06-13 19:30:00,2017-06-13 20:00:00,Bitson,Bitson,Gestión Comercial,Análisis powergym vs SIGAS.,,lcolombo,30.0
545,2017-06-13 18:30:00,2017-06-13 19:30:00,Pablo Gutierrez - Qualia Encuestas ,Encuestas,Presupuesto,Prueba API LimeSurvey encuestas.bitson.com.ar. Respuesta mail lista de trabajo.,,lcolombo,60.0
546,2017-06-13 18:00:00,2017-06-13 18:30:00,Bitson,Bitson,Atención a clientes,Prueba de AP Cisco Viamonte,,lcolombo,30.0
547,2017-06-13 17:00:00,2017-06-13 18:00:00,ECSA,Beagle SCA,Operativo,Agregando problemas en el fail2ban del gitlab. ,,lcolombo,60.0
548,2017-06-13 16:20:00,2017-06-13 17:00:00,Bitson,Bitson,Operativo,Intento fallido de conectar el gitlab de bitson con gitlab.com para poder vincular el proyecto de kairos.,,lcolombo,40.0
549,2017-06-13 16:00:00,2017-06-13 16:20:00,Bitson,Bitson,Atención a clientes,"Atenció a cadete de Estudio Troncoso por ""reclamo"" de funcionamiento del AP Cisco.",,lcolombo,20.0
550,2017-06-13 15:40:00,2017-06-13 16:55:00,Bitson,Bitson,Capacitación,,,nespino,75.0
551,2017-06-13 15:20:00,2017-06-13 16:00:00,Bitson,Bitson,Gestión Comercial,Video Call aptage.,,lcolombo,40.0
552,2017-06-13 14:30:00,2017-06-13 15:40:00,Bitson,Bitson,Atención a clientes,,,nespino,70.0
553,2017-06-13 14:20:00,2017-06-13 15:20:00,Bitson,Bitson,Gestión Comercial,Charla con @hbrunacci por proyecto,,lcolombo,60.0
554,2017-06-13 14:00:00,2017-06-13 16:30:00,Bitson,Bitson,Capacitación,,,ddebonis,150.0
555,2017-06-13 14:00:00,2017-06-13 14:20:00,Bitson,Bitson,Gestión Interna,Setup oficina. Actualiación i5. Conexión uberconference. Búsqueda de información sobre aptage.,,lcolombo,20.0
556,2017-06-13 13:00:00,2017-06-13 14:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
557,2017-06-13 12:50:00,2017-06-13 14:54:00,Bitson,Bitson,Gestión Interna,,,cuberti,124.0
558,2017-06-13 12:00:00,2017-06-13 13:00:00,Bitson,Bitson,Gestión Interna,Tramite,,ddebonis,60.0
559,2017-06-13 10:30:00,2017-06-13 11:45:00,Bitson,Bitson,Gestión Interna,Gestión de Cheque Rechazado. Recupero de clave VISA HOME. Coordinación de actividades con @cuberti. Logos Telegram BITSON. Coordinación VideoCall con aptage.,,lcolombo,75.0
560,2017-06-13 10:00:00,2017-06-13 18:00:00,Bitson,Bitson,Licencia Enfermedad,,,abrunacci,480.0
561,2017-06-13 10:00:00,2017-06-13 15:30:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,330.0
562,2017-06-13 10:00:00,2017-06-13 12:11:00,Bitson,Bitson,Gestión Interna,,,cuberti,131.0
563,2017-06-13 08:00:00,2017-06-13 12:00:00,Bitson,Bitson,Capacitación,,,ddebonis,240.0
564,2017-06-12 20:03:00,2017-06-12 20:53:00,Bitson,Bitson,Capacitación,,,nespino,50.0
565,2017-06-12 19:50:00,2017-06-12 20:03:00,SanyoJafep,Magento SanyoJafep,Operativo,,,nespino,13.0
566,2017-06-12 17:39:00,2017-06-12 18:59:00,Bitson,Bitson,Orden de trabajo,,,nespino,80.0
567,2017-06-12 17:10:00,2017-06-12 17:35:00,Bitson,Bitson,Gestión Interna,Pago de retiros semanales,,lcolombo,25.0
568,2017-06-12 17:00:00,2017-06-12 17:10:00,Bitson,Bitson,Gestión Interna,Ayuda a @cuberti con planilla de Gestión 2017.,,lcolombo,10.0
569,2017-06-12 16:30:00,2017-06-12 17:00:00,ECSA,Beagle SCA,Operativo,Explicación testing @nespino y @abrunacci,,lcolombo,30.0
570,2017-06-12 16:00:00,2017-06-12 17:00:00,Bitson,Bitson,Capacitación,,,ddebonis,60.0
571,2017-06-12 16:00:00,2017-06-12 16:30:00,Bitson,Bitson,Gestión Interna,Revisión planilla de Gestión 2017 con @cuberti,,lcolombo,30.0
572,2017-06-12 14:28:00,2017-06-12 15:59:00,Bitson,Bitson,Gestión Interna,,,nespino,91.0
573,2017-06-12 14:25:00,2017-06-12 16:00:00,Bitson,Bitson,Reunion,Reunión semanal.,,lcolombo,95.0
574,2017-06-12 14:10:00,2017-06-12 14:25:00,Bitson,Bitson,Gestión Interna,Revisión de Manual de Marca de Cooperativa de Diseño.,,lcolombo,15.0
575,2017-06-12 14:00:00,2017-06-12 16:00:00,Bitson,Bitson,Gestión Interna,,,ddebonis,120.0
576,2017-06-12 14:00:00,2017-06-12 17:40:00,Bitson,Bitson,Gestión Interna,,,cuberti,220.0
577,2017-06-12 13:50:00,2017-06-12 14:10:00,ECSA,Beagle SCA,Operativo,Pulleando y corrigiendo código para que funcione en i5,,lcolombo,20.0
578,2017-06-12 12:00:00,2017-06-12 14:00:00,Bitson,Bitson,Capacitación,,,ddebonis,120.0
579,2017-06-12 11:55:00,2017-06-12 12:25:00,Bitson,Bitson,Gestión Interna,Preparación documento reunión semanal,,lcolombo,30.0
580,2017-06-12 11:45:00,2017-06-12 12:30:00,Bitson,Bitson,Atención a clientes,"PFA-> Presu
Banfield -> Sql
		 -> Migrar Sistema SGS 
		 -> Reunion Banfield Migracion /en ecsa

Sigas -> Cotizar Lectura DNI/fw 

Beagle ->

- Cuente ingresos y egresos
- ",,hbrunacci,45.0
581,2017-06-12 11:30:00,2017-06-12 11:55:00,ECSA,Beagle SCA,Operativo,Added coverage to blades.going_in_2() & Added coverage to blades.going_in_3(),,lcolombo,25.0
582,2017-06-12 11:15:00,2017-06-12 11:45:00,Bitson,Bitson,Gestión Interna,,,hbrunacci,30.0
583,2017-06-12 11:00:00,2017-06-12 12:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
584,2017-06-12 10:30:00,2017-06-12 10:45:00,ECSA,Beagle SCA,Operativo,Added blades.going_in_1() tests,,lcolombo,15.0
585,2017-06-12 10:00:00,2017-06-12 11:15:00,Bitson,Kairos,Instalación,Retiro de compras en EXO,,hbrunacci,75.0
586,2017-06-12 09:30:00,2017-06-12 17:56:00,Betterez,Betterez,Desarrollo,,,abrunacci,506.0
587,2017-06-12 09:00:00,2017-06-12 11:00:00,Bitson,Bitson,Capacitación,,,ddebonis,120.0
588,2017-06-12 07:10:00,2017-06-12 08:00:00,ECSA,Beagle SCA,Operativo,Mejorando la cobertura de blades a 81%.,,lcolombo,50.0
589,2017-06-11 17:13:00,2017-06-11 18:47:00,Bitson,Bitson,Presupuesto,,,nespino,94.0
590,2017-06-11 17:13:00,2017-06-11 17:13:00,Bitson,Bitson,Presupuesto,,,nespino,0.0
591,2017-06-11 16:00:00,2017-06-11 16:40:00,ECSA,Beagle SCA,Operativo,Intentos fallidos de testeo de la máquina de estados blades.run(),,lcolombo,40.0
592,2017-06-11 15:10:00,2017-06-11 15:40:00,ECSA,Beagle SCA,Operativo,Mejorando el coverage en new_blades,,lcolombo,30.0
593,2017-06-11 14:00:00,2017-06-11 15:10:00,ECSA,Beagle SCA,Operativo,Agregando test para new_blades,,lcolombo,70.0
594,2017-06-11 00:20:00,2017-06-11 01:10:00,ECSA,Beagle SCA,Operativo,Agregando pytests a bitson_board.py,,lcolombo,50.0
595,2017-06-10 23:40:00,2017-06-10 00:10:00,ECSA,Beagle SCA,Operativo,Agregando Coverage,,lcolombo,-1410.0
596,2017-06-10 22:20:00,2017-06-10 23:40:00,ECSA,Beagle SCA,Operativo,Escribiendo test con pytest en beagle.py,,lcolombo,80.0
597,2017-06-10 21:20:00,2017-06-10 22:20:00,Bitson,Bitson,Capacitación,Wiki: Configurar postfix para el envío de mails. Carga de SPF.,,lcolombo,60.0
598,2017-06-10 12:45:00,2017-06-10 13:00:00,Bitson,Bitson,Gestión Interna,Pago de servidores OVH,,lcolombo,15.0
599,2017-06-10 00:36:00,2017-06-10 00:43:00,Bitson,Bitson,Presupuesto,,,nespino,7.0
600,2017-06-09 14:30:00,2017-06-09 15:15:00,Bitson,Cromi,Operativo,Instalación postfix cromi.com.ar,,lcolombo,45.0
601,2017-06-09 12:00:00,2017-06-09 17:00:00,Bitson,Bitson,Capacitación,,,ddebonis,300.0
602,2017-06-09 11:00:00,2017-06-09 12:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
603,2017-06-09 11:00:00,2017-06-09 13:16:00,Bitson,Bitson,Gestión Interna,,,cuberti,136.0
604,2017-06-09 10:30:00,2017-06-09 11:30:00,Bitson,Bitson,Capacitación,Configurar servidor de mails para envío solamente.,,lcolombo,60.0
605,2017-06-09 10:00:00,2017-06-09 11:00:00,Bitson,Bitson,Capacitación,,,ddebonis,60.0
606,2017-06-09 10:00:00,2017-06-09 18:00:00,Betterez,Betterez,Desarrollo,,,abrunacci,480.0
607,2017-06-09 10:00:00,2017-06-09 15:30:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,330.0
608,2017-06-08 15:07:00,2017-06-08 19:31:00,Bitson,Bitson,Capacitación,,,nespino,264.0
609,2017-06-08 14:08:00,2017-06-08 14:23:00,Bitson,Bitson,Capacitación,,,nespino,15.0
610,2017-06-08 13:39:00,2017-06-08 13:58:00,Bitson,Bitson,Capacitación,,,nespino,19.0
611,2017-06-08 13:00:00,2017-06-08 14:22:00,Bitson,Bitson,Gestión Interna,,,cuberti,82.0
612,2017-06-08 12:00:00,2017-06-08 17:00:00,Bitson,Bitson,Capacitación,,,ddebonis,300.0
613,2017-06-08 11:00:00,2017-06-08 12:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
614,2017-06-08 10:15:00,2017-06-08 13:00:00,Bitson,Bitson,Gestión Interna,,,cuberti,165.0
615,2017-06-08 10:00:00,2017-06-08 11:00:00,Bitson,Bitson,Capacitación,,,ddebonis,60.0
616,2017-06-08 10:00:00,2017-06-08 18:00:00,Betterez,Betterez,Desarrollo,,,abrunacci,480.0
617,2017-06-08 10:00:00,2017-06-08 15:30:00,Bitson,Bitson,Gestión Comercial,"Papeles adicionales Manos a la obra
Qualia
PFA
",,hbrunacci,330.0
618,2017-06-08 09:00:00,2017-06-08 17:00:00,Bitson,Bitson,Gestión Comercial,Evento IBM,,lcolombo,480.0
619,2017-06-07 14:00:00,2017-06-07 16:00:00,ECSA,Beagle SCA,Reunion,Rol comercial y sus bemoles,,lcolombo,120.0
620,2017-06-07 14:00:00,2017-06-07 16:00:00,Bitson,Bitson,Reunion,,,hbrunacci,120.0
621,2017-06-07 13:59:00,2017-06-07 16:33:00,Bitson,Bitson,Gestión Interna,,,nespino,154.0
622,2017-06-07 13:06:00,2017-06-07 13:59:00,Bitson,Bitson,Capacitación,,,nespino,53.0
623,2017-06-07 13:05:00,2017-06-07 17:10:00,Bitson,Bitson,Gestión Comercial,,,cuberti,245.0
624,2017-06-07 13:00:00,2017-06-07 16:00:00,Bitson,Bitson,Gestión Interna,,,ddebonis,180.0
625,2017-06-07 13:00:00,2017-06-07 14:00:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,60.0
626,2017-06-07 12:00:00,2017-06-07 13:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
